 0.01, 161
 0.16, 167
 0.32, 303
 0.48, 433
 0.63, 648
 0.79, 382
 0.94, 607
 1.10, 473
 1.26, 587
 1.41, 438
 1.57, 539
 1.73, 432
 1.88, 431
 2.04, 308
 2.19, 431
 2.35, 306
 2.51, 304
 2.66, 307
 2.82, 290
 2.97, 150
 3.12, 322
 3.28, 159
 3.44, 136
 3.59, 148
 3.75, 138
 3.91, 134
 4.22, 124
 4.53, 137
 4.84, 137
 5.30, 144
 6.08, 142

